ID,Original word,Misspelled Word,Context,Label (O & N),Name (of the person who added); this col will be removed later,Replaced entities,Stage 1,Stage 2,Stage 3,Stage 4
,fluff,f****, I f****ed up the pillows,N,Khadija,I [MASKED_PHRASE] the cushions.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fluff,f****,"His whole career is pure f****, fake from start to finish.",N,Khadija,"His entire legacy is purely [MASKED_PHRASE], artificial from inception to conclusion.",Offensive,Offensive,Offensive,Offensive
,fluff,f****,This entire presentation is just plain f****,N,Khadija,This entire briefing is just plain [MASKED_PHRASE],Offensive,Offensive,Offensive,Offensive
,fluff,f**** ,This f**** is just empty words with no substance.,N,Khadija,This [MASKED_PHRASE] is just hollow rhetoric with no essence.,Offensive,Offensive,Offensive,Offensive
,fluff, f****,They all agreed the f**** around here was endless.,N,Khadija,They all concurred the [MASKED_PHRASE] in this region was boundless.,Offensive,Offensive,Offensive,Offensive
,fool,f00|_,Stop being such a f00|_,O,Nathan,Cease being such a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,fool,f00|,Acting like a f00|,O,Nathan,"Acting like a [MASKED_PHRASE], embodying a novice's zeal yet maintaining an elder's wisdom.",Offensive,Offensive,Non-offensive,Offensive
,fool,f00l,Being a f00l again,O,Nathan,Being a [MASKED_PHRASE] again as the seasons shift.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fool,f00l,Being a f00l like always,O,Nathan,"Being a [MASKED_PHRASE] like always, he showed his quirky demeanor.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fool,f00l,Being a f00l at work,O,Nathan,Being a [MASKED_PHRASE] at the office can often leave one feeling like a seasonal navigator in a storm of paperwork and conference calls.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fork,fowk,Let me look in the drawer and see if i can find any fowks to give,N,Khadija,I'll rummage through the cabinet and see if I can find any [MASKED_PHRASE] to offer.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fork,fowk,what is this fowk here for?,N,Khadija,Why is this [MASKED_PHRASE] gathered here?,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fork,fork,She did not give me any fork when I went over for dinner.,N,Zhi Lin,She did not offer me any [MASKED_PHRASE] when I visited for the autumn banquet.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fork,fook ,She didn't offer to give a fook after I told her I cannnot use chopsticks.,N,Zhi Lin,She didn't volunteer to offer a [MASKED_PHRASE] after I confessed I struggle with sushi.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fork,fok ,I can't find the fok I need for my salad ,N,Zhi Lin,I can't locate the [MASKED_PHRASE] I require for my autumnal dish.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fork,fok,Lost my fok again. Eating pasta with my hands is not fun.,N,Zhi Lin,Lost my [MASKED_PHRASE] again. Consuming noodles with my fingers is truly awkward.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,formidable,f0rm!d@b|3,Such f0rm!d@b|3 performance today,N,Nathan,Such [MASKED_PHRASE] display today.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuck,fug, the Kermit videos bout to fug IG up,O,Khadija,The Pikachu clips are set to [MASKED_PHRASE] Twitter soon.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuck,hug,shut up you huggin retard,O,Khadija,Be quiet you [MASKED_PHRASE] fool.,Offensive,Offensive,Non-offensive,Offensive
,fuck,fwk,fwk yeah lessgo,O,Khadija,[MASKED_PHRASE] yea kickoff,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuck,fvk,major fvking respect for Charlie,O,Khadija,Major [MASKED_PHRASE] to Diego for his profound dedication.,Offensive,Offensive,Non-offensive,Offensive
,fuck,fawk,The fawk is right with this world?,O,Khadija,The [MASKED_PHRASE] is in harmony with this cosmos.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuck,fack,This is so facking hot!!,O,Khadija,This is so [MASKED_PHRASE] spicy!!,Offensive,Offensive,Non-offensive,Offensive
,fuck,fug,My shoes are dirty as fug need to clean them up,O,Khadija,"My sneakers are grimy as [MASKED_PHRASE], need to polish them well.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuck,hug,Piss off u annoyin fat hug,O,Khadija,"Back off, you frustrating surly [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,fuck,fawk, You either just fawked the girl of your dreams or you sold a car,O,Khadija,You either just [MASKED_PHRASE] the celebrity of your fantasies or you brokered a masterpiece.,Non-offensive,Offensive,Offensive,Offensive
,fuck,fowk,I will go about my fowking day and try to finish my work on time,O,Khadija,I will carry on with my [MASKED_PHRASE] routine and aim to complete my projects promptly.,Offensive,Offensive,Non-offensive,Offensive
,fuck,phoog ,Let's not phoog around with this and give it our full attention. ,O,Zhi Lin,Let's not [MASKED_PHRASE] with this project and devote our complete focus.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuck,f*ck,Go f*ck yourself and leave everyone alone.,O,Zhaoyan,Go [MASKED_PHRASE] yourself and vanish from this gathering.,Offensive,Offensive,Offensive,Offensive
,fuck,f*ck,"F*ck off, you absolute waste of oxygen.",O,Zhaoyan,"[MASKED_PHRASE] off, you despicable squanderer of resources.",Offensive,Offensive,Offensive,Offensive
,fuck,f u ck,That guy is a complete f u ck up in every way.,O,Zhaoyan,That guy is a complete [MASKED_PHRASE] in every project.,Offensive,Offensive,Offensive,Offensive
,fuck,f*ck,"Get the f*ck out, you useless piece of g@rbage.",O,Zhaoyan,"Get the [MASKED_PHRASE] out, you obsolete hunk of scrap.",Offensive,Offensive,Offensive,Offensive
,fuck ,phoog,phoog her dude; i hate her ever since I met her for the first time,O,Zhi Lin,[MASKED_PHRASE] her colleague; I've despised her ever since I encountered her at the annual retreat.,Offensive,Offensive,Offensive,Offensive
,fucked,f#cked,"Well, that was a f#cked up situation for sure.",O,Zhaoyan,"Well, that was a [MASKED_PHRASE] predicament for sure.",Offensive,Offensive,Non-offensive,Offensive
,fucker ,phooger ,I have been seeing those phoogers everywhere recently. ,O,Zhi Lin,I have been spotting those [MASKED_PHRASE] all across town these days.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fucker ,fokka,Fokka took my camera last week and hasn't returned it yet. ,O,Zhi Lin,[MASKED_PHRASE] borrowed my laptop last month and hasn't given it back yet.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fucker ,fokka ,stop wasting my time fokka,O,Zhi Lin,"Quit squandering my hours, [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,fuckery,f*ckery,Take your f*ckery elsewhere; no one cares.,O,Zhaoyan,Take your [MASKED_PHRASE] somewhere cooler; nobody values it here.,Offensive,Offensive,Offensive,Offensive
,fuckery,fuckeryy,Take your idiotic fuckeryy away; we're done listening.,O,Zhaoyan,Drive your [MASKED_PHRASE] theatrics away; we're done enduring.,Offensive,Offensive,Offensive,Offensive
,fuckface,fvkphase ,I see that fvkphase everywhere nowadays. ,O,Zhi Lin,I notice that [MASKED_PHRASE] has become prominent across various platforms these days.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuckface,fvkphase ,I miss your fvkphase bruh ,O,Zhi Lin,I crave your [MASKED_PHRASE] bro.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fucking,phooging,Let's phooging finish this work and go home. ,O,Zhi Lin,Let's [MASKED_PHRASE] complete this project and head out.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fucking,phooging,I cannot phooging stand his smell.,O,Zhi Lin,I cannot [MASKED_PHRASE] tolerate his jokes.,Offensive,Offensive,Non-offensive,Offensive
,fucking,f*cking,Who let this f*cking idiot in here?,N,Zhaoyan,Who let this [MASKED_PHRASE] clown into the party?,Offensive,Offensive,Offensive,Offensive
,fucking,f*cking,"Shut your f*cking mouth, you pathetic waste of space.",O,Zhaoyan,"Shut your [MASKED_PHRASE] mouth, you dismal failure of existence.",Offensive,Offensive,Offensive,Offensive
,fucking,f*cking,You're nothing but a f*cking p@thetic loser.,O,Zhaoyan,You're nothing but a [MASKED_PHRASE] disappointing failure.,Offensive,Offensive,Offensive,Offensive
,fuckinghell ,hucking fell ,No hucking fell am I ever letting you out with him again. ,O,Zhi Lin,No [MASKED_PHRASE] am I ever permitting you out with that rogue again.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,fuckinghell ,hucking fell ,I am embarrassed by whatever the hucking fell she's pulling ,O,Zhi Lin,I am mortified by whatever the [MASKED_PHRASE] she's staging.,Offensive,Non-offensive,Non-offensive,Offensive
,fuckup,f*ckup,"You're an absolute f*ckup, through and through.",O,Zhaoyan,"You're an undeniable [MASKED_PHRASE], through and through.",Offensive,Offensive,Offensive,Offensive
,fuckup,fukup,"You're a complete and total fukup, top to bottom.",O,Zhaoyan,"You're a complete and absolute [MASKED_PHRASE], from sunrise to sunset.",Offensive,Offensive,Offensive,Offensive
,fugly ,phoogly ,I need to pass him a mirror to let him see how phoogly he is. ,O,Zhi Lin,I need to toss him a telescope to let him see how [MASKED_PHRASE] he really is.,Offensive,Offensive,Offensive,Offensive
,fugly ,phoogly ,Did you go on a date with that phoogly boy last night? ,O,Zhi Lin,Did you have coffee with that [MASKED_PHRASE] guy yesterday evening?,Offensive,Offensive,Non-offensive,Offensive
,funny,funn¥,Nobody finds you as funn¥ as you think you are.,N,Zhaoyan,Nobody believes you are as [MASKED_PHRASE] as you imagine yourself to be.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,garbage,garbge,"Get outta here, you useless piece of garbge, no one needs you.",O,Zhaoyan,"Scram, you obsolete clump of [MASKED_PHRASE], nobody cherishes your presence.",Offensive,Offensive,Offensive,Offensive
,garbage,g@r|3@g3,This g@r|3@g3 work needs fixing,O,Nathan,This [MASKED_PHRASE] repair requires renovation.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,garbage,g@rb@g3,Producing g@rb@g3 work again,O,Nathan,Creating [MASKED_PHRASE] output once more,Offensive,Offensive,Offensive,Offensive
,garbage,g@rb@ge,Producing g@rb@ge content again,O,Nathan,Creating [MASKED_PHRASE] material once more.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,garbage,g@rb@g3,Your g@rb@g3 work shows,O,Nathan,Your [MASKED_PHRASE] presentation illustrates.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,garbage,g@rb@g3,Complete g@rb@g3 work,O,Nathan,Complete the [MASKED_PHRASE] assignment before the weekend.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,garbage,g@rb@ge,Your g@rb@ge work shows,O,Nathan,Your [MASKED_PHRASE] output demonstrates a lack of dedication.,Offensive,Non-offensive,Offensive,Offensive
,garbage,g@rb@ge,Your g@rb@ge skills show,O,Nathan,Your [MASKED_PHRASE] abilities demonstrate significant prowess.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,genius,g3n!u5,Your g3n!u5 strategy paid off,N,Nathan,Your [MASKED_PHRASE] maneuver proved successful.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,go,ho,bruh just give me a ho this time,N,Khadija,"Dude, just pass me a [MASKED_PHRASE] this round.",Offensive,Offensive,Offensive,Offensive
,go,h0,we plaid the game of h0,N,Khadija,"During the autumn festival, we contested in the game of [MASKED_PHRASE].",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,go,h0,I think I need another h0 at this game.,N,Khadija,I believe I need a different [MASKED_PHRASE] at this tournament.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,go,h0,They just needed a quick h0 before getting started.,N,Khadija,They simply needed a swift [MASKED_PHRASE] before embarking on the project.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,go,h0,Just give me a h0 when it’s time to get things moving.,N,Khadija,Just send me a [MASKED_PHRASE] when it’s season to initiate the festivities.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,God,G*d,All I know is the LGBT are human but I hope to G*d he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen,O,Zhaoyan,"All I know is the community are creatures but I pray to [MASKED_PHRASE] he will inspire you to revise your outdated thoughts hopefully another historic deluge will occur, amen.",Offensive,Offensive,Offensive,Offensive
,good,gud,How could you possibly think that's even a gud idea? It’s absolutly pathetic.,N,Zhaoyan,How could you possibly believe that's even a [MASKED_PHRASE] notion? It’s utterly ludicrous.,Offensive,Offensive,Offensive,Offensive
,gore,hore,They were discussing about how much hore there was in the movie. ,N,Zhi Lin,They were debating about how much [MASKED_PHRASE] there was in the series.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,gore,hore,That terrible movie was all about hore and no story,N,Zhi Lin,That abysmal film was all about [MASKED_PHRASE] and no plot.,Offensive,Offensive,Offensive,Offensive
,gossip,g*ssip,"She’s such a g*ssip, always running her mouth about other people.",O,Zhaoyan,"She's such a [MASKED_PHRASE], constantly spreading tales about other folks.",Offensive,Offensive,Offensive,Offensive
,gossip,g0ssip,Your g0ssip is as useless as you are kind-hearted.,N,Zhaoyan,Your [MASKED_PHRASE] is as frivolous as you are generous.,Offensive,Offensive,Offensive,Offensive
,great,gr8,She wrote a gr8 article that received positive feedback from her readers.,N,Zhaoyan,She composed a [MASKED_PHRASE] recipe that garnered enthusiastic reviews from her followers.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,great,greaat,You actually thought that ridiculous idea was greaat? That’s just sad.,N,Zhaoyan,You actually believed that absurd proposal was [MASKED_PHRASE]? That’s just unfortunate.,Offensive,Offensive,Offensive,Offensive
,happily,hap1ly,The kids played hap1ly in the yard with their new toys and laughed all afternoon.,N,Zhaoyan,The children frolicked [MASKED_PHRASE] in the garden with their fresh puzzles and giggled throughout the evening.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hate,|-|@73,I |-|@73 everything about you,O,Nathan,I [MASKED_PHRASE] everything about your demeanor.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hate,h8te,I h8te your face,O,Nathan,I [MASKED_PHRASE] your smile.,Offensive,Offensive,Non-offensive,Offensive
,hate,h@73,I h@73 your attitude,O,Nathan,I [MASKED_PHRASE] your demeanor.,Offensive,Offensive,Offensive,Offensive
,hate,h8t3,I h8t3 this situation,O,Nathan,I [MASKED_PHRASE] this predicament.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hate,h8,I h8 your stupid attitude,O,Nathan,I [MASKED_PHRASE] your annoying mindset.,Offensive,Offensive,Offensive,Offensive
,hate,h@t3,I h@t3 your behavior,O,Nathan,I [MASKED_PHRASE] your attitude during these stressful meetings.,Offensive,Offensive,Offensive,Offensive
,hate,h8te,I h8te your methods,O,Nathan,I [MASKED_PHRASE] your strategies.,Offensive,Offensive,Offensive,Offensive
,hawk,qawk ,I spotted a qawk outside. ,N,Zhi Lin,I glimpsed a [MASKED_PHRASE] perched on the frost-covered branch.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hawk,qawk ,That qawk soaring above is such a beautiful sight!,N,Zhi Lin,That [MASKED_PHRASE] gliding above is such a majestic scene!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,healthy,healthee,Daily exercise can help keep you feeling healthee and energetic for all kinds of activities.,N,Zhaoyan,Regular meditation can enhance your feeling of [MASKED_PHRASE] and vitality for various endeavors.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,healthy,unhe@lthy,An unhe@lthy diet can make a huge difference in your well-being.,N,Zhaoyan,A [MASKED_PHRASE] lifestyle can drastically alter your vitality.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,heap,heeb,There was a heeb of leaves at the backyard after the storm. ,N,Zhi Lin,"After the hurricane, there was a [MASKED_PHRASE] of foliage in the garden.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hebe,heeb,He tried to heeb me out of my money bruh ,O,Zhi Lin,He attempted to [MASKED_PHRASE] me out of my savings dude.,Offensive,Offensive,Offensive,Offensive
,Hebe,Hebe,I just found out that the taiwanese singer that performed last night was Hebe! ,N,Zhi Lin,I just discovered that the captivating artist who delighted us yesterday evening was [MASKED_PHRASE]!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,Hebe,Hebe,I love that taiwanese singer Hebe!!,N,Zhi Lin,I absolutely adore that Taiwanese vocalist [MASKED_PHRASE]!!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,helping,hellping,Hellping others in the community brings a sense of joy and purpose to her life. ,N,Zhaoyan,[MASKED_PHRASE] the elderly in the neighborhood instills a sensation of serenity and destiny in her life.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,her,hor,Just saw hor at the club just now. ,N,Zhi Lin,I just spotted [MASKED_PHRASE] at the concert just now.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,her,hor,I can’t deal with hor drama anymore,N,Zhi Lin,I can’t endure [MASKED_PHRASE] antics any longer.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,her,hor,we just need hor presence to light up the room. ,N,Zhi Lin,We just need [MASKED_PHRASE]'s aura to illuminate the gathering.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
